GEOID,Total_population_e,NotHispanic_White_pop_e,Hispanic_or_Latino_population_e,Not_Hispanic_or_Latino_pop_e,OBJECTID
15000US060014369003,1076,201,560,516,704
15000US060014369004,1902,257,1179,723,705
15000US060014370001,1350,297,504,846,706
15000US060014370002,931,198,179,752,707
15000US060014370003,1166,237,509,657,708
15000US060014371011,3072,507,315,2757,709
15000US060014371012,2112,185,451,1661,710
15000US060014371013,1682,285,663,1019,711
15000US060014371021,1163,124,353,810,712
15000US060014371022,1805,226,607,1198,713
15000US060014371023,1490,214,532,958,714
15000US060014372001,2879,362,794,2085,715
15000US060014372002,1060,176,0,1060,716
15000US060014372003,1338,339,591,747,717
15000US060014372004,2355,505,472,1883,718
15000US060014373001,860,155,342,518,719
15000US060014373002,1654,194,481,1173,720
15000US060014373003,779,59,316,463,721
15000US060014374001,1032,162,517,515,722
15000US060014374002,2269,463,1238,1031,723
15000US060014375001,2320,101,1749,571,724
15000US060014375002,2370,441,1288,1082,725
15000US060014376001,2358,368,1037,1321,726
15000US060014376002,1306,154,606,700,727
15000US060014377011,683,51,497,186,728
15000US060014377012,2243,359,1212,1031,729
15000US060014377013,984,43,657,327,730
15000US060014377021,2797,66,2155,642,731
15000US060014377022,2083,138,1645,438,732
15000US060014378001,3572,592,1096,2476,733
15000US060014378002,857,89,522,335,734
15000US060014379001,1126,91,706,420,735
15000US060014379002,1273,83,762,511,736
15000US060014380001,2610,608,964,1646,737
15000US060014380002,1133,604,449,684,738
15000US060014381001,1919,180,368,1551,739
15000US060014381002,648,275,15,633,740
15000US060014381003,811,218,276,535,741
15000US060014381004,1736,359,555,1181,742
15000US060014381005,1256,98,913,343,743
15000US060014381006,1378,239,843,535,744
15000US060014382011,1735,83,1093,642,745
15000US060014382012,1832,313,882,950,746
15000US060014382013,1335,70,794,541,747
15000US060014382031,1771,535,310,1461,748
15000US060014382032,2558,134,703,1855,749
15000US060014382041,1989,200,772,1217,750
15000US060014382042,857,221,191,666,751
15000US060014382043,2415,524,463,1952,752
15000US060014383001,1576,108,639,937,753
15000US060014383002,1498,94,578,920,754
15000US060014383003,1028,60,343,685,755
15000US060014384001,1168,250,305,863,756
15000US060014384002,1341,201,525,816,757
15000US060014401001,2363,891,473,1890,758
15000US060014402001,1894,69,1593,301,759
15000US060014402002,1449,213,988,461,760
15000US060014402003,1671,63,1014,657,761
15000US060014402004,1251,96,815,436,762
15000US060014403011,2071,548,760,1311,763
15000US060014403012,1865,554,688,1177,764
15000US060014403013,1286,222,58,1228,765
15000US060014403014,1765,244,799,966,766
15000US060014403041,1324,72,187,1137,767
15000US060014403042,2194,173,405,1789,768
15000US060014403043,1446,135,209,1237,769
15000US060014403051,873,126,188,685,770
15000US060014403052,1212,203,203,1009,771
15000US060014403053,2062,280,330,1732,772
15000US060014403061,2752,293,237,2515,773
15000US060014403062,1379,224,65,1314,774
15000US060014403071,2438,654,583,1855,775
15000US060014403072,1018,172,166,852,776
15000US060014403073,821,148,103,718,777
15000US060014403081,1540,343,305,1235,778
15000US060014403082,1077,84,306,771,779
15000US060014403083,1703,203,598,1105,780
15000US060014403084,1668,314,520,1148,781
15000US060014403311,2046,285,534,1512,782
15000US060014403312,1471,154,157,1314,783
15000US060014403321,1309,123,53,1256,784
15000US060014403322,2207,229,77,2130,785
15000US060014403331,1678,287,40,1638,786
15000US060014403332,1314,139,145,1169,787
15000US060014403341,1827,488,238,1589,788
15000US060014403342,2533,323,306,2227,789
15000US060014403351,3281,622,0,3281,790
15000US060014403352,3668,526,624,3044,791
15000US060014403361,2541,329,398,2143,792
15000US060014403362,2809,500,559,2250,793
15000US060014411001,2199,1027,630,1569,794
15000US060014411002,1980,849,260,1720,795
15000US060014412001,2642,855,816,1826,796
15000US060014412002,1571,845,94,1477,797
15000US060014412003,3103,820,412,2691,798
15000US060014413011,900,189,48,852,799
15000US060014413012,2324,556,135,2189,800
15000US060014413021,1930,547,300,1630,801
15000US060014413022,1191,438,110,1081,802
15000US060014413023,995,279,52,943,803
15000US060014413024,1673,332,365,1308,804
15000US060014414011,1907,431,355,1552,805
15000US060014414012,1811,660,215,1596,806
15000US060014414013,914,250,29,885,807
15000US060014414014,2852,378,225,2627,808
15000US060014414021,2180,420,58,2122,809
15000US060014414022,2142,429,220,1922,810
15000US060014414023,973,347,153,820,811
15000US060014415011,3418,305,123,3295,812
15000US060014415012,3027,331,335,2692,813
15000US060014415031,4613,246,94,4519,814
15000US060014415032,1953,178,85,1868,815
15000US060014415211,2237,432,169,2068,816
15000US060014415212,1775,141,109,1666,817
15000US060014415213,1517,318,34,1483,818
15000US060014415214,648,135,72,576,819
15000US060014415221,1327,330,6,1321,820
15000US060014415222,2086,259,698,1388,821
15000US060014415223,1943,264,177,1766,822
15000US060014415231,1615,195,56,1559,823
15000US060014415232,1318,102,148,1170,824
15000US060014415233,1334,76,28,1306,825
15000US060014415241,2905,98,190,2715,826
15000US060014415242,1444,240,6,1438,827
15000US060014416011,671,181,80,591,828
15000US060014416012,2571,949,326,2245,829
15000US060014416013,1606,506,328,1278,830
15000US060014416021,2523,402,471,2052,831
15000US060014416022,1064,307,23,1041,832
15000US060014416023,3185,566,988,2197,833
15000US060014416024,1135,428,211,924,834
15000US060014417001,2054,559,339,1715,835
15000US060014417002,2365,417,232,2133,836
15000US060014417003,1016,135,665,351,837
15000US060014417004,1835,279,408,1427,838
15000US060014418001,2566,841,493,2073,839
15000US060014418002,1362,614,0,1362,840
15000US060014418003,2382,788,342,2040,841
15000US060014418004,995,599,40,955,842
15000US060014419211,1446,334,585,861,843
15000US060014419212,2471,368,435,2036,844
15000US060014419231,1559,489,231,1328,845
15000US060014419232,1608,203,47,1561,846
15000US060014419233,3146,600,272,2874,847
15000US060014419241,2956,305,621,2335,848
15000US060014419242,1305,331,174,1131,849
15000US060014419243,2199,977,236,1963,850
15000US060014419244,1322,522,0,1322,851
15000US060014419251,3624,476,391,3233,852
15000US060014419252,3070,855,56,3014,853
15000US060014419261,2456,351,876,1580,854
15000US060014419262,2157,186,863,1294,855
15000US060014419271,2584,277,401,2183,856
15000US060014419272,1944,337,72,1872,857
15000US060014420001,2014,576,29,1985,858
15000US060014420002,1314,124,10,1304,859
15000US060014421001,2284,245,46,2238,860
15000US060014421002,2958,565,137,2821,861
15000US060014422001,2015,257,149,1866,862
15000US060014422002,2298,451,110,2188,863
15000US060014422003,1523,328,49,1474,864
15000US060014422004,1405,398,78,1327,865
15000US060014423011,1575,286,235,1340,866
15000US060014423012,996,307,236,760,867
15000US060014423013,2307,437,243,2064,868
15000US060014423021,1843,444,88,1755,869
15000US060014423022,2114,221,281,1833,870
15000US060014423023,1815,390,389,1426,871
15000US060014424001,1224,309,519,705,872
15000US060014424002,1984,371,703,1281,873
15000US060014424003,1438,304,308,1130,874
15000US060014424004,1829,513,395,1434,875
15000US060014425001,2013,387,406,1607,876
15000US060014425002,1637,493,284,1353,877
15000US060014425003,2263,583,700,1563,878
15000US060014425004,1628,217,314,1314,879
15000US060014426011,1602,602,393,1209,880
15000US060014426012,2410,788,522,1888,881
15000US060014426021,2464,684,630,1834,882
15000US060014426022,2587,1065,311,2276,883
15000US060014427001,1409,694,347,1062,884
15000US060014427002,1103,211,118,985,885
15000US060014427003,715,305,163,552,886
15000US060014428001,3051,1116,472,2579,887
15000US060014429001,2214,716,681,1533,888
15000US060014429002,1397,545,107,1290,889
15000US060014429003,3176,1177,661,2515,890
15000US060014429004,1282,79,0,1282,891
15000US060014430011,2906,686,895,2011,892
15000US060014430021,1431,267,726,705,893
15000US060014430022,2485,691,217,2268,894
15000US060014430023,2673,584,450,2223,895
15000US060014431021,1248,242,61,1187,896
15000US060014431022,922,152,65,857,897
15000US060014431023,1312,181,10,1302,898
15000US060014431024,1304,249,130,1174,899
15000US060014431031,1194,205,53,1141,900
15000US060014431032,2840,126,0,2840,901
15000US060014431041,1643,292,85,1558,902
15000US060014431042,1368,154,123,1245,903
15000US060014431043,2470,550,80,2390,904
15000US060014431051,1945,235,0,1945,905
15000US060014431052,2608,409,0,2608,906
15000US060014432001,2696,514,53,2643,907
15000US060014432002,1106,183,41,1065,908
15000US060014433011,1105,246,14,1091,909
15000US060014433012,3068,762,281,2787,910
15000US060014433211,786,112,46,740,911
15000US060014433212,2554,283,182,2372,912
15000US060014433221,1728,339,17,1711,913
15000US060014433222,1476,389,118,1358,914
15000US060014441001,3648,1328,1216,2432,915
15000US060014441002,1165,680,209,956,916
15000US060014441003,1593,434,590,1003,917
15000US060014441004,1149,590,232,917,918
15000US060014442001,1408,328,723,685,919
15000US060014442002,2662,775,828,1834,920
15000US060014442003,2670,528,932,1738,921
15000US060014443011,2067,780,543,1524,922
15000US060014443012,2110,596,786,1324,923
15000US060014443021,1978,306,1354,624,924
15000US060014443022,2560,468,952,1608,925
15000US060014444001,1343,287,613,730,926
15000US060014444002,2180,360,1111,1069,927
15000US060014444003,1534,304,725,809,928
15000US060014445001,1015,264,401,614,929
15000US060014445002,1883,282,235,1648,930
15000US060014445003,1518,376,644,874,931
15000US060014445004,2434,506,1154,1280,932
15000US060014446011,2949,1067,648,2301,933
15000US060014446012,2448,647,821,1627,934
15000US060014446021,2971,675,354,2617,935
15000US060014446022,1392,219,143,1249,936
15000US060014501011,4781,1444,261,4520,937
15000US060014501021,1559,460,828,731,938
15000US060014501022,1842,242,430,1412,939
15000US060014501023,3669,890,226,3443,940
15000US060014502001,1690,975,204,1486,941
15000US060014502002,2389,953,267,2122,942
15000US060014502003,1824,826,109,1715,943
15000US060014503001,2388,1259,293,2095,944
15000US060014503002,2693,1583,431,2262,945
15000US060014504001,2137,1764,85,2052,946
15000US060014504002,1079,703,120,959,947
15000US060014504003,2948,1372,302,2646,948
15000US060014505011,678,481,118,560,949
15000US060014505012,2748,1504,354,2394,950
15000US060014505021,2419,1674,304,2115,951
15000US060014505022,3041,1635,135,2906,952
15000US060014506011,601,499,25,576,953
15000US060014506012,3064,1618,205,2859,954
15000US060014506021,1013,381,260,753,955
15000US060014506022,1719,915,63,1656,956
15000US060014506023,2558,1738,133,2425,957
15000US060014506024,803,457,118,685,958
15000US060014506025,3680,2059,312,3368,959
15000US060014506031,1130,691,214,916,960
15000US060014506032,677,384,0,677,961
15000US060014506033,1501,955,53,1448,962
15000US060014506034,1746,1050,212,1534,963
15000US060014506041,1288,858,71,1217,964
15000US060014506042,2496,1496,324,2172,965
15000US060014506043,933,758,45,888,966
15000US060014506044,680,457,101,579,967
15000US060014506051,1908,944,186,1722,968
15000US060014506052,971,711,96,875,969
15000US060014506053,1125,818,156,969,970
15000US060014506061,2283,1100,167,2116,971
15000US060014506062,1506,942,59,1447,972
15000US060014506063,2303,1719,143,2160,973
15000US060014506071,3525,1524,375,3150,974
15000US060014506072,1714,1268,266,1448,975
15000US060014507011,1684,760,93,1591,976
15000US060014507012,880,702,52,828,977
15000US060014507013,3672,2321,400,3272,978
15000US060014507014,2504,1265,42,2462,979
15000US060014507411,1780,493,800,980,980
15000US060014507412,1533,1101,170,1363,981
15000US060014507413,1867,1285,185,1682,982
15000US060014507421,1896,1159,241,1655,983
15000US060014507422,1306,1051,32,1274,984
15000US060014507423,1609,790,231,1378,985
15000US060014507431,2099,570,0,2099,986
15000US060014507432,4013,1098,481,3532,987
15000US060014507441,3325,1982,463,2862,988
15000US060014507442,2031,1112,93,1938,989
15000US060014507451,3470,983,298,3172,990
15000US060014507452,2768,1294,119,2649,991
15000US060014507461,2667,1655,215,2452,992
15000US060014507462,832,487,231,601,993
15000US060014507501,4511,1988,618,3893,994
15000US060014507511,7253,1663,234,7019,995
15000US060014507521,5692,1376,480,5212,996
15000US060014511011,2442,1714,66,2376,997
15000US060014511012,2418,1365,597,1821,998
15000US060014511013,989,811,78,911,999
15000US060014511014,0,0,0,0,1000
15000US060014511015,1564,917,220,1344,1001
15000US060014511021,1078,938,68,1010,1002
15000US060014511022,3033,2198,235,2798,1003
15000US060014512011,3162,1908,521,2641,1004
15000US060014512012,2518,1394,706,1812,1005
15000US060014512013,1454,697,430,1024,1006
15000US060014512021,2312,1246,490,1822,1007
15000US060014512022,1046,806,125,921,1008
15000US060014512023,938,570,323,615,1009
15000US060014513001,3047,1806,663,2384,1010
15000US060014513002,1728,887,568,1160,1011
15000US060014513003,2314,1790,172,2142,1012
15000US060014514011,1551,918,445,1106,1013
15000US060014514012,2545,2008,218,2327,1014
15000US060014514013,2053,1339,392,1661,1015
15000US060014514031,963,516,340,623,1016
15000US060014514032,1380,874,242,1138,1017
15000US060014514041,1622,861,438,1184,1018
15000US060014514042,1535,556,862,673,1019
15000US060014514043,3161,1132,1709,1452,1020
15000US060014515011,1876,1044,541,1335,1021
15000US060014515012,2883,2294,192,2691,1022
15000US060014515031,3062,2263,271,2791,1023
15000US060014515032,1347,769,517,830,1024
15000US060014515033,531,491,0,531,1025
15000US060014515034,972,320,584,388,1026
15000US060014515041,1723,1064,309,1414,1027
15000US060014515051,1149,929,72,1077,1028
15000US060014515052,2140,1732,350,1790,1029
15000US060014515061,2403,1029,796,1607,1030
15000US060014515062,1104,286,726,378,1031
15000US060014516011,1873,1564,143,1730,1032
15000US060014516012,3284,2422,278,3006,1033
15000US060014516021,2545,1746,513,2032,1034
15000US060014516022,1001,660,320,681,1035
15000US060014516023,2000,1642,150,1850,1036
15000US060014516024,1573,903,283,1290,1037
15000US060014517011,764,594,100,664,1038
15000US060014517012,1627,1134,254,1373,1039
15000US060014517013,622,413,96,526,1040
15000US060014517031,1817,1159,474,1343,1041
15000US060014517032,2751,1744,267,2484,1042
15000US060014517041,1591,1082,349,1242,1043
15000US060014517042,2113,1746,191,1922,1044
15000US060014517043,943,652,226,717,1045
15000US060019819001,53,53,0,53,1046
15000US060019820001,58,36,15,43,1047
15000US060019832001,572,235,90,482,1048
15000US060019900000,0,0,0,0,1049
15000US060030100001,431,384,34,397,1050
15000US060030100002,753,420,58,695,1051
15000US060050001011,1151,1031,53,1098,1052
15000US060050001012,1124,1067,20,1104,1053
15000US060050001013,985,777,124,861,1054
15000US060050001014,763,651,51,712,1055
15000US060050001021,799,656,87,712,1056
15000US060050001022,944,749,158,786,1057
15000US060050002001,1039,887,106,933,1058
15000US060050002002,1332,975,166,1166,1059
15000US060050002003,698,646,52,646,1060
15000US060050002004,682,610,26,656,1061
15000US060050002005,680,493,171,509,1062
15000US060050003011,790,684,86,704,1063
15000US060050003012,4394,1951,1382,3012,1064
15000US060050003031,1870,1501,231,1639,1065
15000US060050003032,2965,2611,270,2695,1066
15000US060050003041,1921,1563,313,1608,1067
15000US060050003042,2258,1830,272,1986,1068
15000US060050004011,1468,1237,180,1288,1069
15000US060050004012,804,583,135,669,1070
15000US060050004013,1543,1410,106,1437,1071
